SALARY,LEVEL,AIP,GLOBAL_BUSINESS,SECTOR,MEMBER_FIRM,GENDER,EDUCATION,HIRE_SOURCE,TOTAL_YOE,AIP_PERCENT
89400.0,Consultant,7500.0,Consulting,GPS,Deloitte US,Male,Master's Degree (non-MBA),Campus hire,2.5,8.0
113000.0,Senior consultant,18000.0,Consulting,Commercial,Deloitte US,Female,Master's Degree (non-MBA),Campus hire,4.0,16.0
98000.0,Consultant,3000.0,Consulting,Commercial,Deloitte US,Female,Bachelors,Campus hire,2.0,3.0
86000.0,Analyst,2000.0,Consulting,Commercial,Deloitte US,Male,Bachelors,Campus hire,0.5,2.0
131000.0,Manager,29100.0,Consulting,Commercial,Deloitte US,Male,Bachelors,Experienced hire,5.0,22.0
160000.0,Manager,15000.0,Consulting,Commercial,Deloitte US,Female,MBA,Campus hire,5.0,9.0
71800.0,Analyst,500.0,Advisory,Commercial,Deloitte US,Female,Bachelors,Campus hire,0.25,1.0
161400.0,Manager,12900.0,Consulting,Commercial,Deloitte US,Male,MBA,Campus hire,2.0,8.0
80600.0,Consultant,8500.0,Consulting,Not applicable,Deloitte US,Female,Bachelors,Campus hire,4.0,11.0
164600.0,Senior consultant,5400.0,Consulting,Commercial,Deloitte US,Male,MBA,Campus hire,6.0,3.0
100800.0,Consultant,5200.0,Consulting,GPS,Deloitte US,Male,Bachelors,Experienced hire,1.75,5.0
83600.0,Consultant,3000.0,Consulting,GPS,Deloitte US,Female,Bachelors,Campus hire,2.0,4.0
166800.0,Senior consultant,9700.0,Consulting,Commercial,Deloitte US,Female,MBA,Campus hire,4.7,6.0
,Senior consultant,28000.0,Consulting,Commercial,Deloitte US,Female,MBA,Campus hire,4.6,
204000.0,Senior manager,78000.0,Consulting,Commercial,Deloitte US,Prefer not to say,MBA,Campus hire,10.0,38.0
114000.0,Consultant,12300.0,Consulting,Commercial,Deloitte US,Female,Bachelors,Campus hire,6.0,11.0
119000.0,Senior consultant,12900.0,Consulting,GPS,Deloitte US,Male,Bachelors,Experienced hire,12.0,11.0
115500.0,Senior consultant,15700.0,Consulting,Commercial,Deloitte US,Female,Bachelors,Campus hire,6.0,14.0
108000.0,Senior consultant,12300.0,Consulting,Commercial,Deloitte US,Male,Bachelors,Campus hire,4.5,11.0
93500.0,Consultant,4000.0,Consulting,Commercial,Deloitte US,Female,Master's Degree (non-MBA),Experienced hire,6.0,4.0
115000.0,Senior consultant,10000.0,Advisory,Commercial,Deloitte US,Male,High School,Experienced hire,6.0,9.0
,Senior manager,,Consulting,Commercial,Deloitte US,Female,Bachelors,Experienced hire,16.0,
85400.0,Consultant,12300.0,Consulting,GPS,Deloitte US,Female,Bachelors,Campus hire,2.8,14.0
86700.0,Consultant,3000.0,Consulting,GPS,Deloitte US,Male,Bachelors,Campus hire,3.0,3.0
119000.0,Senior consultant,8500.0,Consulting,GPS,Deloitte US,Female,Bachelors,Campus hire,6.0,7.0
106600.0,Senior consultant,31500.0,Consulting,GPS,Deloitte US,Female,Bachelors,Experienced hire,6.0,30.0
197000.0,Senior manager,57000.0,Consulting,Commercial,Deloitte US,Prefer not to say,MBA,Experienced hire,11.0,29.0
155000.0,Manager,30000.0,Consulting,Commercial,Deloitte US,Male,Bachelors,Campus hire,6.0,19.0
218900.0,Senior manager,57300.0,Consulting,Commercial,Deloitte US,Female,MBA,Campus hire,12.0,26.0
176000.0,Manager,34000.0,Consulting,Commercial,Deloitte US,Female,Bachelors,Experienced hire,10.0,19.0
166100.0,Senior consultant,11300.0,Consulting,Commercial,Deloitte US,Male,MBA,Campus hire,3.0,7.0
155000.0,Manager,36000.0,Consulting,Commercial,Deloitte US,Male,MBA,Campus hire,8.0,23.0
152000.0,Manager,30000.0,Consulting,Not applicable,Deloitte US,Male,Bachelors,Campus hire,9.0,20.0
84500.0,Consultant,12300.0,Consulting,GPS,Deloitte US,Female,Bachelors,Experienced hire,4.0,15.0
103000.0,Consultant,20000.0,Consulting,Commercial,Deloitte US,Male,Master's Degree (non-MBA),Campus hire,4.5,19.0
126900.0,Senior consultant,15000.0,Consulting,Commercial,Deloitte US,Male,Bachelors,Experienced hire,7.0,12.0
83600.0,Consultant,,Consulting,GPS,Deloitte US,Male,Bachelors,Campus hire,2.0,
95000.0,Consultant,,Consulting,Commercial,Deloitte US,Male,Bachelors,Campus hire,4.0,
62000.0,Analyst,,Advisory,GPS,Deloitte US,Female,Master's Degree (non-MBA),Campus hire,5.0,
98950.0,Consultant,,Consulting,Commercial,Deloitte US,Female,Bachelors,Campus hire,0.0,
108750.0,Senior consultant,19800.0,Consulting,Commercial,Deloitte US,Female,Bachelors,Campus hire,2.75,18.0
157900.0,Manager,31500.0,Consulting,Commercial,Deloitte US,Prefer not to say,Bachelors,Experienced hire,14.0,20.0
89500.0,Consultant,9100.0,Consulting,Commercial,Deloitte US,Female,Bachelors,Campus hire,2.5,10.0
93300.0,Senior consultant,7500.0,Advisory,Commercial,Deloitte US,Female,Bachelors,Campus hire,3.0,8.0
88000.0,Consultant,3000.0,Consulting,Commercial,Deloitte US,Male,Bachelors,Campus hire,2.0,3.0
126000.0,Senior consultant,21000.0,Consulting,Commercial,Deloitte US,Male,Master's Degree (non-MBA),Experienced hire,12.0,17.0
98000.0,Consultant,13000.0,Consulting,Commercial,Deloitte US,Female,Bachelors,Campus hire,2.75,13.0
226600.0,Senior manager,67000.0,Consulting,Commercial,Deloitte US,Male,Bachelors,Experienced hire,20.0,30.0
80000.0,Consultant,3000.0,Consulting,GPS,Deloitte US,Male,Bachelors,Campus hire,1.5,4.0
167100.0,Manager,21000.0,Consulting,Commercial,Deloitte US,Male,MBA,Campus hire,6.0,13.0
142825.0,Manager,8800.0,Advisory,Not applicable,Deloitte US,Female,Bachelors,Experienced hire,18.0,6.0
126600.0,Manager,35400.0,Consulting,GPS,Deloitte US,Male,Bachelors,Experienced hire,10.0,28.0
180000.0,Manager,2590.0,Consulting,Commercial,Deloitte US,Female,MBA,Experienced hire,20.0,1.0
113000.0,Manager,6500.0,Advisory,Commercial,Deloitte US,Prefer not to say,Master's Degree (non-MBA),Campus hire,8.0,6.0
165600.0,Senior consultant,7500.0,Consulting,Commercial,Deloitte US,Male,MBA,Campus hire,5.0,5.0
153000.0,Manager,28000.0,Consulting,Commercial,Deloitte US,Prefer not to say,Bachelors,Experienced hire,12.0,18.0
94150.0,Senior consultant,3500.0,Consulting,Commercial,Deloitte US,Male,Bachelors,Experienced hire,9.0,4.0
,Consultant,,Consulting,GPS,Deloitte US,Female,Bachelors,Experienced hire,4.0,
86100.0,Consultant,6900.0,Consulting,GPS,Deloitte US,Male,Bachelors,Campus hire,3.0,8.0
125100.0,Senior consultant,18100.0,Consulting,Commercial,Deloitte US,Male,MBA,Experienced hire,5.0,14.0
165000.0,Manager,40000.0,Consulting,Commercial,Deloitte US,Prefer not to say,Bachelors,Experienced hire,4.5,24.0
120800.0,Consultant,12300.0,Consulting,GPS,Deloitte US,Female,Bachelors,Campus hire,4.0,10.0
115200.0,Senior consultant,16200.0,Consulting,Commercial,Deloitte US,Male,Bachelors,Campus hire,4.0,14.0
88000.0,Consultant,,Consulting,Commercial,Deloitte US,Male,Bachelors,Campus hire,2.0,
120400.0,Senior consultant,13000.0,Advisory,Commercial,Deloitte US,Male,Bachelors,Experienced hire,6.0,11.0
200000.0,Senior manager,30000.0,Consulting,Commercial,Deloitte US,Male,Bachelors,Experienced hire,18.0,15.0
170000.0,Manager,40000.0,Consulting,Commercial,Deloitte US,Female,Master's Degree (non-MBA),Experienced hire,6.0,24.0
,Senior consultant,7500.0,Consulting,Commercial,Deloitte US,Male,MBA,Campus hire,6.0,
84000.0,Analyst,4000.0,Consulting,Commercial,Deloitte US,Female,Bachelors,Campus hire,0.5,5.0
85800.0,Consultant,12300.0,Consulting,GPS,Deloitte US,Female,Bachelors,Campus hire,3.0,14.0
89000.0,Consultant,6900.0,Consulting,GPS,Deloitte US,Male,Bachelors,Experienced hire,5.0,8.0
157400.0,Senior consultant,16900.0,Consulting,Commercial,Deloitte US,Female,MBA,Campus hire,7.5,11.0
141000.0,Manager,34500.0,Consulting,GPS,Deloitte US,Male,MBA,Experienced hire,10.0,24.0
260400.0,Senior manager,50000.0,Consulting,Commercial,Deloitte US,Male,MBA,Experienced hire,20.0,19.0
92100.0,Consultant,5000.0,Consulting,Commercial,Deloitte US,Female,Master's Degree (non-MBA),Experienced hire,4.0,5.0
175600.0,Manager,44100.0,Consulting,Commercial,Deloitte US,Male,Master's Degree (non-MBA),Experienced hire,11.0,25.0
90600.0,Senior consultant,11000.0,Consulting,GPS,Deloitte US,Male,Master's Degree (non-MBA),Campus hire,7.5,12.0
148000.0,Senior consultant,15000.0,Consulting,Commercial,Deloitte US,Male,Master's Degree (non-MBA),Experienced hire,10.0,10.0
88500.0,Consultant,18000.0,Consulting,GPS,Deloitte US,Female,Bachelors,Campus hire,3.0,20.0
238000.0,Senior manager,70000.0,Consulting,Commercial,Deloitte US,Prefer not to say,MBA,Experienced hire,15.0,29.0
104000.0,Consultant,5000.0,Consulting,Commercial,Deloitte US,Female,Bachelors,Campus hire,2.0,5.0
64000.0,Consultant,,Advisory,GPS,Deloitte US,Male,Master's Degree (non-MBA),Campus hire,10.0,
165600.0,Senior consultant,7500.0,Consulting,Commercial,Deloitte US,Female,MBA,Campus hire,7.0,5.0
175000.0,Manager,30000.0,Consulting,Commercial,Deloitte US,Female,MBA,Campus hire,7.0,17.0
126000.0,Manager,31500.0,Consulting,GPS,Deloitte US,Female,Bachelors,Campus hire,6.0,25.0
,Analyst,,Consulting,Commercial,Deloitte US,Male,Bachelors,Campus hire,0.5,
141600.0,Senior consultant,22000.0,Consulting,Commercial,Deloitte US,Female,Bachelors,Campus hire,5.0,16.0
180000.0,Manager,39800.0,Consulting,Commercial,Deloitte US,Male,MBA,Campus hire,7.0,22.0
90600.0,Consultant,,Consulting,Commercial,Deloitte US,Female,Bachelors,Campus hire,2.0,
161000.0,Manager,20000.0,Consulting,Commercial,Deloitte US,Male,Master's Degree (non-MBA),Experienced hire,13.0,12.0
134000.0,Manager,10000.0,Consulting,GPS,Deloitte US,Prefer not to say,Bachelors,Experienced hire,15.0,7.0
181000.0,Manager,20000.0,Consulting,Commercial,Deloitte US,Male,Master's Degree (non-MBA),Experienced hire,17.0,11.0
175400.0,Manager,10900.0,Consulting,Commercial,Deloitte US,Male,MBA,Campus hire,6.0,6.0
103600.0,Senior consultant,13300.0,Consulting,GPS,Deloitte US,Male,Bachelors,Experienced hire,2.5,13.0
131000.0,Manager,31000.0,Consulting,GPS,Deloitte US,Female,Bachelors,Experienced hire,7.5,24.0
89000.0,Senior consultant,12300.0,Consulting,GPS,Deloitte US,Male,Bachelors,Experienced hire,9.0,14.0
176800.0,Manager,30800.0,Consulting,Commercial,Deloitte US,Prefer not to say,MBA,Campus hire,11.0,17.0
78000.0,Consultant,3000.0,Consulting,GPS,Deloitte US,Male,Bachelors,Campus hire,1.7,4.0
97100.0,Consultant,13900.0,Consulting,Commercial,Deloitte US,Male,Bachelors,Campus hire,3.0,14.0
92400.0,Consultant,3000.0,Consulting,Commercial,Deloitte US,Male,Master's Degree (non-MBA),Campus hire,3.5,3.0
121200.0,Senior consultant,14900.0,Consulting,Commercial,Deloitte US,Female,MBA,Experienced hire,3.0,12.0
113500.0,Senior consultant,12900.0,Consulting,GPS,Deloitte US,Female,Bachelors,Campus hire,6.0,11.0
124800.0,Senior consultant,15000.0,Consulting,Commercial,Deloitte US,Prefer not to say,Bachelors,Campus hire,7.0,12.0
108000.0,Consultant,6900.0,Consulting,Commercial,Deloitte US,Male,Bachelors,Campus hire,3.0,6.0
160000.0,Manager,28900.0,Consulting,Commercial,Deloitte US,Male,Bachelors,Experienced hire,25.0,18.0
118000.0,Senior consultant,5800.0,Advisory,GPS,Deloitte US,Male,Bachelors,Experienced hire,3.5,5.0
96200.0,Senior consultant,6900.0,Consulting,GPS,Deloitte US,Male,Master's Degree (non-MBA),Campus hire,4.0,7.0
78200.0,Analyst,2000.0,Advisory,GPS,Deloitte US,Male,Bachelors,Campus hire,1.0,3.0
90200.0,Consultant,5000.0,Consulting,Commercial,Deloitte US,Prefer not to say,Bachelors,Campus hire,1.7,6.0
80000.0,Consultant,5000.0,Consulting,GPS,Deloitte US,Male,Bachelors,Campus hire,2.0,6.0
108000.0,Manager,20800.0,Consulting,GPS,Deloitte US,Female,Bachelors,Experienced hire,8.0,19.0
118000.0,Senior consultant,12300.0,Consulting,GPS,Deloitte US,Female,Bachelors,Campus hire,3.5,10.0
189500.0,Senior manager,33000.0,Consulting,GPS,Deloitte US,Male,Bachelors,Experienced hire,18.0,17.0
89300.0,Consultant,9100.0,Consulting,Commercial,Deloitte US,Female,Bachelors,Campus hire,3.0,10.0
167000.0,Manager,21000.0,Consulting,Commercial,Deloitte US,Male,MBA,Campus hire,8.0,13.0
90200.0,Consultant,,Consulting,Commercial,Deloitte US,Male,Bachelors,Campus hire,2.0,
173000.0,Manager,25000.0,Consulting,Commercial,Deloitte US,Male,MBA,Campus hire,3.5,14.0
161900.0,Manager,52200.0,Consulting,Commercial,Deloitte US,Male,Bachelors,Experienced hire,14.0,32.0
90200.0,Consultant,5000.0,Consulting,Commercial,Deloitte US,Prefer not to say,Bachelors,Campus hire,2.0,6.0
268000.0,Senior manager,90000.0,Consulting,Commercial,Deloitte US,Prefer not to say,Master's Degree (non-MBA),Experienced hire,14.0,34.0
91900.0,Consultant,6900.0,Consulting,Commercial,Deloitte US,Male,Bachelors,Campus hire,3.0,8.0
95000.0,Consultant,10800.0,Consulting,Commercial,Deloitte US,Male,Bachelors,Campus hire,3.5,11.0
94600.0,Consultant,11000.0,Consulting,Commercial,Deloitte US,Female,Bachelors,Campus hire,3.5,12.0
91100.0,Consultant,12300.0,Consulting,Commercial,Deloitte US,Male,Bachelors,Campus hire,2.5,14.0
86700.0,Consultant,3000.0,Consulting,GPS,Deloitte US,Female,Bachelors,Campus hire,2.0,3.0
109000.0,Consultant,25200.0,Consulting,Commercial,Deloitte US,Male,Bachelors,Campus hire,3.0,23.0
77900.0,Analyst,4000.0,Advisory,Commercial,Deloitte US,Prefer not to say,Bachelors,Campus hire,1.0,5.0
135000.0,Senior consultant,30000.0,Consulting,Commercial,Deloitte US,Male,Bachelors,Experienced hire,3.5,22.0
117800.0,Manager,7000.0,Consulting,GPS,Deloitte US,Female,Other (Unclear),Experienced hire,10.0,6.0
200000.0,Senior manager,40000.0,Consulting,Commercial,Deloitte US,Prefer not to say,Master's Degree (non-MBA),Campus hire,14.0,20.0
129400.0,Senior consultant,16000.0,Consulting,GPS,Deloitte US,Male,Bachelors,Experienced hire,10.0,12.0
106700.0,Senior consultant,25000.0,Advisory,GPS,Deloitte US,Male,Bachelors,Experienced hire,6.5,23.0
164800.0,Manager,12900.0,Consulting,Commercial,Deloitte US,Female,MBA,Campus hire,2.0,8.0
175000.0,Manager,45000.0,Consulting,Commercial,Deloitte US,Female,Bachelors,Experienced hire,14.0,26.0
216800.0,Senior manager,37000.0,Consulting,Commercial,Deloitte US,Male,Bachelors,Experienced hire,20.0,17.0
158800.0,Manager,18500.0,Consulting,Commercial,Deloitte US,Male,Master's Degree (non-MBA),Campus hire,6.5,12.0
93000.0,Consultant,3000.0,Consulting,Commercial,Deloitte US,Prefer not to say,Bachelors,Campus hire,2.0,3.0
82500.0,Analyst,4000.0,Consulting,GPS,Deloitte US,Prefer not to say,Bachelors,Campus hire,1.0,5.0
103800.0,Consultant,12700.0,Consulting,Commercial,Deloitte US,Female,Bachelors,Campus hire,3.0,12.0
98000.0,Consultant,18700.0,Consulting,Commercial,Deloitte US,Male,Bachelors,Campus hire,3.5,19.0
177200.0,Manager,34600.0,Consulting,Commercial,Deloitte US,Female,Bachelors,Experienced hire,8.0,20.0
92200.0,Consultant,,Consulting,Commercial,Deloitte US,Female,Bachelors,Campus hire,2.0,
100000.0,Consultant,17000.0,Consulting,Commercial,Deloitte US,Male,Bachelors,Experienced hire,4.0,17.0
107000.0,Senior consultant,12900.0,Consulting,GPS,Deloitte US,Male,Bachelors,Campus hire,6.0,12.0
96500.0,Consultant,15000.0,Consulting,GPS,Deloitte US,Male,Bachelors,Experienced hire,4.5,16.0
166800.0,Senior consultant,9700.0,Consulting,Commercial,Deloitte US,Female,MBA,Campus hire,5.5,6.0
183000.0,Senior manager,25000.0,Advisory,GPS,Deloitte US,Female,Master's Degree (non-MBA),Experienced hire,11.0,14.0
74500.0,Analyst,,Consulting,GPS,Deloitte US,Male,Bachelors,Campus hire,0.8,
131300.0,Senior consultant,8000.0,Consulting,Commercial,Deloitte US,Male,Master's Degree (non-MBA),Campus hire,6.0,6.0
71000.0,Analyst,,Consulting,GPS,Deloitte US,Female,Bachelors,Campus hire,1.0,
77500.0,Analyst,2000.0,Consulting,GPS,Deloitte US,Male,Bachelors,Experienced hire,3.0,3.0
172900.0,Senior manager,34600.0,Consulting,GPS,Deloitte US,Male,Doctorate,Experienced hire,15.0,20.0
76000.0,Analyst,3000.0,Consulting,Commercial,Deloitte US,Male,Master's Degree (non-MBA),Other,5.0,4.0
,Consultant,9600.0,Consulting,GPS,Deloitte US,Male,Bachelors,Campus hire,3.8,
220000.0,Senior manager,65000.0,Advisory,Commercial,Deloitte US,Female,MBA,Campus hire,12.0,30.0
105800.0,Senior consultant,25000.0,Advisory,GPS,Deloitte US,Male,MBA,Experienced hire,7.0,24.0
116700.0,Senior consultant,12900.0,Consulting,Commercial,Deloitte US,Male,Bachelors,Campus hire,5.0,11.0
152400.0,Manager,33600.0,Consulting,Commercial,Deloitte US,Male,Bachelors,Experienced hire,11.0,22.0
108000.0,Senior consultant,6900.0,Consulting,Commercial,Deloitte US,Female,Bachelors,Campus hire,3.5,6.0
,Senior manager,31600.0,Consulting,GPS,Deloitte US,Female,Master's Degree (non-MBA),Experienced hire,13.0,
175000.0,Manager,28000.0,Consulting,Commercial,Deloitte US,Prefer not to say,MBA,Campus hire,10.0,16.0
175000.0,Manager,42000.0,Consulting,Commercial,Deloitte US,Prefer not to say,MBA,Campus hire,9.0,24.0
,Consultant,,Consulting,GPS,Deloitte US,Female,Bachelors,Campus hire,3.0,
97700.0,Consultant,5000.0,Consulting,Commercial,Deloitte US,Female,Bachelors,Experienced hire,3.0,5.0
109300.0,Senior consultant,31500.0,Consulting,GPS,Deloitte US,Male,Bachelors,Experienced hire,3.5,29.0
175000.0,Manager,23500.0,Consulting,Commercial,Deloitte US,Male,Master's Degree (non-MBA),Experienced hire,10.0,13.0
96000.0,Senior consultant,6300.0,Advisory,Commercial,Deloitte US,Male,Bachelors,Campus hire,4.0,7.0
,Consultant,5000.0,Consulting,Commercial,Deloitte US,Female,Bachelors,Campus hire,2.0,
125200.0,Senior consultant,44100.0,Consulting,Commercial,Deloitte US,Male,Bachelors,Campus hire,4.8,35.0
145000.0,Manager,20000.0,Consulting,GPS,Deloitte US,Male,Bachelors,Experienced hire,13.0,14.0
92600.0,Consultant,3000.0,Consulting,Commercial,Deloitte US,Female,Bachelors,Campus hire,2.0,3.0
88000.0,Consultant,5000.0,Consulting,Commercial,Deloitte US,Female,Bachelors,Campus hire,2.0,6.0
91100.0,Consultant,6900.0,Consulting,GPS,Deloitte US,Male,Bachelors,Experienced hire,4.0,8.0
200000.0,Senior manager,,Consulting,Commercial,Deloitte US,Male,MBA,Experienced hire,10.0,
117000.0,Consultant,,Consulting,GPS,Deloitte US,Male,Master's Degree (non-MBA),Experienced hire,3.5,
131000.0,Senior consultant,26200.0,Consulting,Commercial,Deloitte US,Prefer not to say,Bachelors,Campus hire,4.0,20.0
85000.0,Analyst,,Consulting,Commercial,Deloitte US,Male,Bachelors,Campus hire,1.7,
135000.0,Senior consultant,15000.0,Consulting,Commercial,Deloitte US,Male,MBA,Campus hire,7.0,11.0
113000.0,Senior consultant,12000.0,Consulting,Commercial,Deloitte US,Male,Bachelors,Experienced hire,7.0,11.0
84200.0,Analyst,4000.0,Consulting,Commercial,Deloitte US,Male,Bachelors,Campus hire,0.58,5.0
128000.0,Senior consultant,30.0,Consulting,GPS,Deloitte US,Prefer not to say,MBA,Experienced hire,8.0,0.0
116000.0,Senior consultant,15000.0,Consulting,Commercial,Deloitte US,Female,Bachelors,Experienced hire,3.0,13.0
150000.0,Manager,15000.0,Consulting,Commercial,Deloitte US,Female,MBA,Campus hire,12.0,10.0
88000.0,Consultant,5000.0,Consulting,Commercial,Deloitte US,Female,Bachelors,Campus hire,1.8,6.0
96800.0,Senior consultant,10000.0,Advisory,GPS,Deloitte US,Male,Bachelors,Experienced hire,4.75,10.0
119500.0,Senior consultant,18100.0,Consulting,Commercial,Deloitte US,Female,Bachelors,Experienced hire,10.0,15.0
86000.0,Analyst,,Consulting,Commercial,Deloitte US,Male,Bachelors,Campus hire,0.5,
113000.0,Senior consultant,33000.0,Consulting,Commercial,Deloitte US,Male,Bachelors,Campus hire,4.8,29.0
191000.0,Senior manager,52000.0,Consulting,Commercial,Deloitte US,Female,Bachelors,Experienced hire,12.0,27.0
100000.0,Manager,6500.0,Tax,Not applicable,Deloitte US,Female,Bachelors,Experienced hire,10.0,6.0
108000.0,Senior consultant,18000.0,Consulting,GPS,Deloitte US,Male,Bachelors,Experienced hire,4.0,17.0
86600.0,Consultant,12300.0,Consulting,GPS,Deloitte US,Female,Master's Degree (non-MBA),Campus hire,3.5,14.0
115000.0,Consultant,9700.0,Consulting,Commercial,Deloitte US,Female,Bachelors,Experienced hire,7.0,8.0
135000.0,Senior consultant,25000.0,Consulting,Commercial,Deloitte US,Prefer not to say,Bachelors,Campus hire,5.0,19.0
216000.0,Senior manager,51000.0,Consulting,Commercial,Deloitte US,Male,Master's Degree (non-MBA),Campus hire,16.0,24.0
105900.0,Senior consultant,3050.0,Services,Commercial,Deloitte US,Female,Bachelors,Campus hire,10.0,3.0
114400.0,Senior consultant,21000.0,Consulting,Commercial,Deloitte US,Male,Bachelors,Campus hire,6.0,18.0
161100.0,Senior manager,31100.0,Consulting,GPS,Deloitte US,Female,Bachelors,Experienced hire,12.5,19.0
74200.0,Analyst,2000.0,Consulting,GPS,Deloitte US,Female,Bachelors,Campus hire,1.5,3.0
114800.0,Manager,25000.0,Advisory,GPS,Deloitte US,Male,Bachelors,Campus hire,7.0,22.0
108500.0,Consultant,2900.0,Consulting,Commercial,Deloitte US,Female,Master's Degree (non-MBA),Experienced hire,3.5,3.0
97000.0,Consultant,19500.0,Consulting,Commercial,Deloitte US,Male,Bachelors,Campus hire,2.5,20.0
78000.0,Analyst,5000.0,Consulting,GPS,Deloitte US,Male,Bachelors,Campus hire,2.5,6.0
145300.0,Manager,34600.0,Consulting,GPS,Deloitte US,Male,Bachelors,Experienced hire,10.0,24.0
169500.0,Manager,26000.0,Consulting,Commercial,Deloitte US,Male,MBA,Campus hire,2.5,15.0
164500.0,Manager,15000.0,Consulting,Commercial,Deloitte US,Male,Master's Degree (non-MBA),Campus hire,10.0,9.0
256000.0,Senior manager,31000.0,Consulting,GPS,Deloitte US,Female,Bachelors,Experienced hire,35.0,12.0
88000.0,Consultant,3000.0,Consulting,Commercial,Deloitte US,Female,Bachelors,Campus hire,4.0,3.0
98000.0,Consultant,,Consulting,Commercial,Deloitte US,Male,Bachelors,Campus hire,1.8,
185900.0,Senior manager,48400.0,Consulting,Commercial,Deloitte US,Male,Bachelors,Experienced hire,10.0,26.0
180000.0,Manager,28400.0,Consulting,Commercial,Deloitte US,Female,MBA,Campus hire,3.0,16.0
161000.0,Manager,16700.0,Consulting,Commercial,Deloitte US,Male,MBA,Campus hire,5.0,10.0
90200.0,Consultant,3000.0,Consulting,Commercial,Deloitte US,Female,Bachelors,Campus hire,2.0,3.0
72900.0,Consultant,5000.0,Advisory,Commercial,Deloitte US,Female,Bachelors,Campus hire,2.0,7.0
107650.0,Manager,13600.0,Advisory,Commercial,Deloitte US,Male,Master's Degree (non-MBA),Experienced hire,5.5,13.0
238000.0,Senior manager,43000.0,Consulting,Commercial,Deloitte US,Male,Bachelors,Experienced hire,17.0,18.0
165000.0,Senior consultant,7500.0,Consulting,Commercial,Deloitte US,Female,MBA,Campus hire,5.5,5.0
155100.0,Manager,40000.0,Consulting,Commercial,Deloitte US,Female,Master's Degree (non-MBA),Other,10.0,26.0
114500.0,Senior consultant,7500.0,Advisory,Commercial,Deloitte US,Male,Master's Degree (non-MBA),Experienced hire,7.0,7.0
,Analyst,,Consulting,Commercial,Deloitte US,Female,Bachelors,Campus hire,0.8,
185000.0,Senior manager,44000.0,Consulting,Commercial,Deloitte US,Female,MBA,Experienced hire,25.0,24.0
131500.0,Senior consultant,25000.0,Consulting,Commercial,Deloitte US,Male,Bachelors,Experienced hire,9.0,19.0
227300.0,Senior manager,62500.0,Consulting,Commercial,Deloitte US,Female,MBA,Campus hire,11.0,27.0
76000.0,Analyst,,Consulting,Commercial,Deloitte US,Male,Bachelors,Campus hire,0.5,
103800.0,Senior consultant,12300.0,Consulting,GPS,Deloitte US,Female,Master's Degree (non-MBA),Campus hire,5.5,12.0
128000.0,Senior consultant,20900.0,Consulting,GPS,Deloitte US,Male,Bachelors,Campus hire,5.0,16.0
116300.0,Senior consultant,26000.0,Consulting,Commercial,Deloitte US,Female,Master's Degree (non-MBA),Campus hire,6.0,22.0
164800.0,Manager,31500.0,Consulting,Commercial,Deloitte US,Male,MBA,Campus hire,4.5,19.0
91000.0,Consultant,7300.0,Consulting,Commercial,Deloitte US,Male,Bachelors,Campus hire,2.5,8.0
155000.0,Senior consultant,15000.0,Consulting,Commercial,Deloitte US,Male,Bachelors,Experienced hire,6.0,10.0
194000.0,Senior manager,72200.0,Consulting,Commercial,Deloitte US,Female,MBA,Campus hire,11.0,37.0
113800.0,Senior consultant,16000.0,Consulting,GPS,Deloitte US,Female,Bachelors,Campus hire,5.0,14.0
125000.0,Senior consultant,8900.0,Consulting,Commercial,Deloitte US,Female,Master's Degree (non-MBA),Experienced hire,5.0,7.0
135500.0,Manager,20000.0,Consulting,Commercial,Deloitte US,Male,Master's Degree (non-MBA),Campus hire,10.0,15.0
147200.0,Manager,34600.0,Consulting,GPS,Deloitte US,Female,Master's Degree (non-MBA),Campus hire,6.5,24.0
170000.0,Manager,40000.0,Consulting,Commercial,Deloitte US,Female,Bachelors,Experienced hire,7.0,24.0
137300.0,Senior consultant,31000.0,Consulting,Commercial,Deloitte US,Male,Bachelors,Campus hire,5.75,23.0
163000.0,Manager,52000.0,Consulting,Commercial,Deloitte US,Male,Bachelors,Experienced hire,11.0,32.0
83000.0,Senior consultant,,Advisory,GPS,Deloitte US,Male,Master's Degree (non-MBA),Experienced hire,3.0,
125000.0,Manager,20000.0,Advisory,GPS,Deloitte US,Female,MBA,Experienced hire,3.8,16.0
97000.0,Consultant,19500.0,Consulting,Commercial,Deloitte US,Male,Bachelors,Campus hire,3.0,20.0
92600.0,Consultant,3000.0,Consulting,Commercial,Deloitte US,Male,Bachelors,Campus hire,2.0,3.0
167800.0,Manager,35000.0,Consulting,Commercial,Deloitte US,Male,MBA,Campus hire,6.0,21.0
120000.0,Senior consultant,20000.0,Consulting,GPS,Deloitte US,Prefer not to say,Master's Degree (non-MBA),Experienced hire,10.0,17.0
177000.0,Manager,73200.0,Consulting,Commercial,Deloitte US,Female,Master's Degree (non-MBA),Experienced hire,8.0,41.0
89950.0,Senior consultant,,Advisory,GPS,Deloitte US,Female,Bachelors,Experienced hire,5.0,
82500.0,Analyst,,Consulting,GPS,Deloitte US,Prefer not to say,Bachelors,Campus hire,0.5,
120000.0,Senior consultant,15000.0,Consulting,Commercial,Deloitte US,Prefer not to say,Bachelors,Experienced hire,7.5,12.0
87600.0,Consultant,5000.0,Consulting,Not applicable,Deloitte US,Male,Bachelors,Campus hire,2.0,6.0
